Job_Number,Jobs_Gross_Margin_Percentage,Jobs_Gross_Margin,Labor_Pay,Labor_Burden,Material_Costs,PO_Costs,Labor,Equipment_Costs,Jobs_Total,Materials__Equip__POs_As_percent_of_Sales,Labor_Burden_as_percent_of_Sales,Labor_Pay_as_percent_of_Sales,Sold_Hours,Total_Hours_Worked,Total_Technician_Paid_Time,NonBillable_Hours,Jobs_Total_Costs,Is_Lead,Opportunity,Warranty,Recall,Converted,Jobs_Subtotal,Pricebook_Price,Income,Estimates,Jobs_Estimate_Sales_Subtotal,Jobs_Estimate_Sales_Installed,Materials__Equipment__PO_Costs,Lead Generated From Source
44874780,0.881,999.29,72.28,27.36,35.37,0,1134.3,0,1134.3,3.12,2.41,6.37,3,1.33,1.63,-1.67,135.01,0,1,0,0,1,1134.3,1441.68,1134.3,2,1134.3,1134.3,35.37,Marketed Lead
44874812,0,-127.67,91.88,35.79,0,0,0,0,0,0,0,0,0,1.72,2.38,1.72,127.67,0,1,0,0,0,0,0,0,1,0,0,0,Marketed Lead
43981473,0.8333,178.34,28.14,7.52,0,0,214,0,214,0,0,0,0.25,0.37,0.73,0.12,35.66,0,1,0,0,1,214,264,214,0,0,0,0,Marketed Lead
43987350,0,-60.46,45.62,14.84,0,0,0,0,0,0,0,0,0,0.72,1.18,0.72,60.46,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
44291096,0,-43.91,37.74,6.17,0,0,0,0,0,0,0,0,0,0.3,0.98,0.3,43.91,0,0,1,0,0,0,0,0,0,0,0,0,Marketed Lead
44291982,0.7648,221.02,52.8,15.18,0,0,289,0,289,0,0,0,0.75,0.73,1.13,-0.02,67.98,0,1,0,0,1,289,589,289,0,0,0,0,Marketed Lead
44295090,0.8592,235.84,8.99,29.67,0,0,274.5,0,274.5,0,0,0,1,1.43,2.02,0.43,38.66,0,1,0,0,1,274.5,365.33,274.5,0,0,0,0,Marketed Lead
44874898,0.7766,195.69,41.58,14.73,0,0,302,0,252,0,5.84,16.5,0.75,0.72,1.08,-0.03,56.31,0,1,0,0,1,252,409.34,252,1,252,252,0,Marketed Lead
44875116,0.9117,263.47,0,25.53,0,0,289,0,289,0,0,0,0.75,1.23,2.02,0.48,25.53,0,1,0,0,1,289,386.88,289,0,0,0,0,Marketed Lead
44876527,0.7367,3402.73,239.87,104.12,872.13,0,4867.85,0,4867.85,17.92,2.14,4.93,10.75,5.07,6.25,-5.68,1216.12,0,1,0,0,1,4867.85,8982.48,4618.85,1,4867.85,0,872.13,Marketed Lead
44909419,0,-123.35,90.92,32.43,0,0,0,0,0,0,0,0,0,1.57,1.97,1.57,123.35,0,0,1,0,0,0,0,0,0,0,0,0,Marketed Lead
44952167,0.8335,803.23,97.23,43.09,0,20.15,963.7,0,963.7,2.09,4.47,10.09,2,2.1,2.53,0.1,160.47,0,1,0,0,1,963.7,1317.17,963.7,1,963.7,963.7,20.15,Marketed Lead
44920673,-0.1482,-7.26,43.84,12.42,0,0,49,0,49,0,0,0,0,0.6,1.18,0.6,56.26,0,1,0,0,0,49,99,49,0,0,0,0,Marketed Lead
45010653,0,-113.9,84.67,10.99,18.24,0,0,0,0,0,0,0,0,1.6,2.12,1.6,113.9,0,1,0,0,0,0,0,0,0,0,0,18.24,Marketed Lead
44296598,0.8218,184.09,26.23,13.68,0,0,224,0,224,0,0,0,0.5,0.67,0.68,0.17,39.91,0,1,0,0,1,224,451.73,224,0,0,0,0,Marketed Lead
44297505,0.7206,617.51,143.92,67.13,28.34,0,856.9,0,856.9,3.31,7.83,16.8,1.75,3.27,3.75,1.52,239.39,0,1,0,0,1,856.9,972.76,856.9,3,856.9,856.9,28.34,Marketed Lead
44352250,0.9216,418.39,0,35.19,0.42,0,454,0,454,0,0,0,1,1.7,2.42,0.7,35.61,0,1,0,0,1,454,609.89,454,1,0,0,0.42,Marketed Lead
44358016,0.7443,620.75,129.86,68.16,15.23,0,834,0,834,1.31,5.85,11.14,2,2.65,3.38,1.32,213.25,0,1,0,0,1,834,834,834,2,1166,0,15.23,Marketed Lead
44419448,-1.1909,-58.35,84.44,22.91,0,0,49,0,49,0,0,0,0,1.12,2.2,1.12,107.35,0,1,0,0,0,49,99,49,2,0,0,0,Marketed Lead
44425464,0.1551,7.6,29.43,11.97,0,0,49,0,49,0,0,0,0,0.58,0.77,0.58,41.4,0,1,0,0,0,49,99,49,2,0,0,0,Marketed Lead
44990964,0.4013,107.14,145.84,14.02,0,0,267,0,267,0,5.25,54.62,0.5,0.68,1.9,0.18,159.86,0,1,0,0,1,267,161,267,1,267,267,0,Marketed Lead
44992861,0,-58.35,40.75,17.6,0,0,0,0,0,0,0,0,0,0.85,1.1,0.85,58.35,0,0,1,0,0,0,0,0,0,0,0,0,Marketed Lead
45002589,0.7642,302.63,69.09,24.28,0,0,396,0,396,0,6.13,17.45,0.75,1.18,1.8,0.43,93.37,0,1,0,0,1,396,768.03,396,3,396,396,0,Marketed Lead
45023453,0.7067,152.66,45.62,17.72,0,0,216,0,216,0,0,0,0.75,0.85,1.18,0.1,63.34,0,1,0,0,1,216,490,216,0,0,0,0,Marketed Lead
45027331,0.6443,172.02,68.45,21.89,0,4.64,267,0,267,1.74,8.2,25.64,0.5,1.07,1.78,0.57,94.98,0,1,0,0,1,267,260,267,2,267,267,4.64,Marketed Lead
45029471,0,-43.98,36.46,7.52,0,0,0,0,0,0,0,0,0,0.37,0.95,0.37,43.98,0,0,1,0,0,0,0,0,0,0,0,0,Marketed Lead
45036032,0.169,8.28,37.27,3.45,0,0,49,0,49,0,0,0,0,0.17,0.97,0.17,40.72,0,1,0,0,0,49,99,49,0,0,0,0,Marketed Lead
45070624,0.8675,511.85,55.01,15.73,7.41,0,590,0,590,0.51,1.08,3.76,1,0.77,1.43,-0.23,78.15,0,1,0,0,1,590,830.92,590,2,1462,590,7.41,Marketed Lead
45086061,0.5502,194.76,110.53,48.29,0.42,0,354,0,354,0,0,0,1,2.42,2.98,1.42,159.24,0,1,0,0,1,354,464.33,354,0,0,0,0.42,Marketed Lead
45116552,0.6021,130.06,67.31,18.63,0,0,266,0,266,0,0,0,0.75,0.9,1.82,0.15,85.94,0,1,0,0,1,266,490,216,0,0,0,0,Marketed Lead
44426629,-0.0572,-2.8,43.87,7.93,0,0,49,0,49,0,16.19,89.53,0,0.38,1.1,0.38,51.8,0,1,0,0,0,49,99,49,2,49,49,0,Marketed Lead
44444495,0.6011,756.18,206.87,101.9,193.05,0,1258,0,1258,0,0,0,2.25,5.1,5.58,2.85,501.82,0,1,0,0,1,1258,1722.6,1258,0,0,0,193.05,Marketed Lead
44447224,0.489,730.63,419.74,208.07,135.56,0,1494,0,1494,0,0,0,2.25,10.03,10.93,7.78,763.37,0,1,0,0,1,1494,1123.16,1494,1,0,0,135.56,Marketed Lead
44449307,0.7319,397.2,91.56,22.24,31.7,0,542.7,0,542.7,5.84,4.1,16.87,1.5,1.07,1.87,-0.43,145.5,0,1,0,0,1,542.7,835.36,542.7,1,542.7,542.7,31.7,Marketed Lead
44476658,0.7922,278.07,53.09,19.84,0,0,351,0,351,0,0,0,0.75,0.97,1.38,0.22,72.93,0,1,0,0,1,351,508.34,351,0,0,0,0,Marketed Lead
44476790,0.6223,1890.77,397.53,91.11,133.72,0,3038.4,525.26,3038.4,21.69,3,13.08,2,4.3,5.78,2.3,1147.63,0,1,0,0,1,3038.4,3376,3038.4,1,3038.4,3038.4,658.98,Marketed Lead
44479473,0.5631,177.38,111.29,26.33,0,0,315,0,315,0,5.57,23.53,1,1.28,1.63,0.28,137.62,0,1,0,0,1,315,421.11,315,1,473,0,0,Marketed Lead
44483674,0.9045,248.28,0,26.22,0,0,274.5,0,274.5,0,0,0,1,1.27,2.27,0.27,26.22,0,1,0,0,1,274.5,365.33,274.5,0,0,0,0,Marketed Lead
44483860,0.6634,247.44,83.16,29.45,12.95,0,373,0,373,3.47,7.9,22.29,1,1.43,2.17,0.43,125.56,0,1,0,0,1,373,529.25,373,2,373,373,12.95,Marketed Lead
44489590,0.5629,152.99,91.79,27.02,0,0,271.8,0,271.8,0,0,0,0.75,1.32,1.92,0.57,118.81,0,1,0,0,1,271.8,409.34,271.8,0,0,0,0,Marketed Lead
45017061,0.9172,877.62,51.17,21.89,6.12,0,956.8,0,956.8,0.64,2.29,5.35,1.25,1.07,1.33,-0.18,79.18,0,1,0,0,1,956.8,725.15,956.8,1,956.8,956.8,6.12,Marketed Lead
45024606,0,-128.31,98.51,29.8,0,0,0,0,0,0,0,0,0,1.45,2.57,1.45,128.31,0,0,1,0,0,0,0,0,1,0,0,0,Marketed Lead
45032930,0.853,234.14,0,40.37,0,0,274.5,0,274.5,0,0,0,1,1.95,2.82,0.95,40.37,0,1,0,0,1,274.5,365.33,274.5,0,0,0,0,Marketed Lead
45032948,0,-21.92,16.06,5.86,0,0,0,0,0,0,0,0,0,0.28,0.42,0.28,21.92,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
45036006,0.7662,755.81,81.24,34.88,114.47,0,986.4,0,986.4,0,0,0,1,1.7,2.12,0.7,230.59,0,1,0,0,1,986.4,1482.7,986.4,0,0,0,114.47,Marketed Lead
45073117,0.8354,419.37,53.84,17.59,11.2,0,502,0,502,2.23,3.5,10.73,0.75,0.85,1.35,0.1,82.63,0,1,0,0,1,502,337.68,502,2,502,502,11.2,Marketed Lead
45111135,0,-36.01,28.14,7.87,0,0,0,0,0,0,0,0,0,0.38,0.73,0.38,36.01,0,0,0,1,0,0,0,0,0,0,0,0,Marketed Lead
45114093,0.5563,45.56,23.67,12.67,0,0,81.9,0,81.9,0,15.47,28.9,0.25,0.62,0.62,-0.25,36.34,0,1,0,0,0,81.9,223.01,81.9,2,81.9,81.9,0,Marketed Lead
45130080,0.7853,369.09,74.2,26.72,0,0,470,0,470,0,5.15,14.3,1,1.3,1.93,0.3,100.92,0,1,0,0,1,470,636.39,470,1,519,470,0,Marketed Lead
44490512,0,-72.65,53.33,19.32,0,0,0,0,0,0,0,0,0,0.93,1.38,0.93,72.65,0,0,1,0,0,0,0,0,0,0,0,0,Marketed Lead
44501640,0.4959,143.81,101.03,41.04,4.12,0,290,0,290,1.42,14.15,34.84,0.75,1.98,2.53,1.23,146.19,0,1,0,0,1,290,440.11,290,2,290,290,4.12,Marketed Lead
44511729,0.6631,209.54,90.59,15.87,0,0,316,0,316,0,0,0,0.5,0.77,1.72,0.27,106.46,0,1,0,0,1,316,260,316,0,0,0,0,Marketed Lead
44525990,0.3569,97.96,121.95,54.17,0.42,0,274.5,0,274.5,0,0,0,1,2.62,3.05,1.62,176.54,0,1,0,0,1,274.5,365.33,274.5,0,0,0,0.42,Marketed Lead
44557321,0.6343,2016.39,97.87,44.46,1020.08,0,3278.8,0,3178.8,32.09,1.4,3.08,2,2.17,2.55,0.17,1162.41,0,1,0,0,1,3178.8,3748,3178.8,1,3178.8,3178.8,1020.08,Marketed Lead
45120221,0.4967,606.18,127.93,61.99,0,424.4,1469.5,0,1469.5,28.88,4.22,8.71,1,3.02,3.33,2.02,614.32,0,1,0,0,1,1469.5,1817.7,1220.5,1,1469.5,1469.5,424.4,Marketed Lead
45150435,0.5806,157.82,83.16,30.83,0,0,271.8,0,271.8,0,11.34,30.6,0.75,1.5,2.17,0.75,113.99,0,1,0,0,1,271.8,409.34,271.8,1,271.8,271.8,0,Marketed Lead
45151073,0.7189,265.99,68.44,27.02,8.55,0,370,0,370,2.31,7.3,18.5,0.5,1.32,1.78,0.82,104.01,0,1,0,0,1,370,532.91,370,1,370,370,8.55,Marketed Lead
45151841,0,-433.72,102.81,31.05,299.86,0,199,0,199,0,0,0,0,1.5,2.67,1.5,433.72,0,1,0,0,1,199,0,0,0,0,0,299.86,Marketed Lead
45177445,0,-97.86,78.68,19.18,0,0,0,0,0,0,0,0,0,0.93,1.37,0.93,97.86,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
45204083,0.711,638.6,83.16,33.52,142.92,0,898.2,0,898.2,0,0,0,1.75,1.63,2.17,-0.12,259.6,0,1,0,0,1,898.2,1782.61,898.2,0,0,0,142.92,Marketed Lead
45208706,0.1537,7.53,33.26,8.21,0,0,49,0,49,0,0,0,0,0.4,0.87,0.4,41.47,0,1,0,0,0,49,99,49,1,0,0,0,Marketed Lead
45213418,0,-42.36,35.18,7.18,0,0,0,0,0,0,0,0,0,0.35,0.92,0.35,42.36,0,0,0,0,0,0,0,0,0,0,0,0,Marketed Lead
45213575,0.8715,1117.41,104.27,50.69,9.83,0,1282.2,0,1282.2,0.77,3.95,8.13,3.75,2.47,2.72,-1.28,164.79,0,1,0,0,1,1282.2,2012.23,1282.2,3,1282.2,1282.2,9.83,Marketed Lead
45226847,-0.4162,-20.4,52.49,16.91,0,0,49,0,49,0,0,0,0,0.82,1.42,0.82,69.4,0,1,0,0,0,49,99,49,0,0,0,0,Marketed Lead
45149918,0,-116.3,94.04,22.26,0,0,0,0,0,0,0,0,0,1.08,1.88,1.08,116.3,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
45176690,0.75,299.12,71.64,28.04,0,0,398.8,0,398.8,0,7.03,17.96,0.5,1.37,1.87,0.87,99.68,0,1,0,0,1,398.8,458.12,398.8,2,398.8,398.8,0,Marketed Lead
45206624,0.9363,624.07,0,42.44,0,0,666.5,0,666.5,0,0,0,1.75,2.05,3.07,0.3,42.44,0,1,0,0,1,666.5,790.33,666.5,0,0,0,0,Marketed Lead
45208428,0.7734,494.93,106.33,38.22,0.42,0,639.9,0,639.9,0.07,5.97,16.62,1.75,1.83,2.42,0.08,144.97,0,1,0,0,1,639.9,886.35,639.9,1,639.9,639.9,0.42,Marketed Lead
44559986,0.8786,794.24,68.45,22.57,18.74,0,904,0,904,2.07,2.5,7.57,1.5,1.1,1.78,-0.4,109.76,0,1,0,0,1,904,675.36,904,2,904,904,18.74,Marketed Lead
44560036,0,-37.58,30.06,7.52,0,0,0,0,0,0,0,0,0,0.37,0.78,0.37,37.58,0,0,0,0,0,0,99,0,1,0,0,0,Marketed Lead
44622204,0,-13.11,0,13.11,0,0,0,0,0,0,0,0,0,0.63,1.75,0.63,13.11,0,1,0,0,0,0,99,0,0,0,0,0,Marketed Lead
44622715,0.7469,421.55,79.1,32.41,31.34,0,564.4,0,564.4,5.55,5.74,14.01,1.25,1.57,1.98,0.32,142.85,0,1,0,0,1,564.4,711.39,564.4,2,564.4,564.4,31.34,Marketed Lead
45263154,0.7458,551.87,135.23,47.95,4.95,0,740,0,740,0,0,0,2,2.4,3.65,0.4,188.13,0,1,0,0,1,740,1137.7,740,0,0,0,4.95,Marketed Lead
45265117,0.1501,7.36,30.7,10.94,0,0,49,0,49,0,0,0,0,0.53,0.8,0.53,41.64,0,0,0,0,0,49,99,49,0,0,0,0,Marketed Lead
45265249,0,-97.82,65.14,16.21,16.47,0,0,0,0,0,0,0,0,0.78,1.63,0.78,97.82,0,0,1,0,0,0,0,0,1,0,0,16.47,Marketed Lead
45268125,0.7909,271.27,50.53,21.2,0,0,343,0,343,0,0,0,1,1.03,1.32,0.03,71.73,0,1,0,0,1,343,804.46,343,0,0,0,0,Marketed Lead
45276347,0.7029,212.27,67.81,21.92,0,0,302,0,302,0,7.26,22.45,0.75,1.07,1.77,0.32,89.73,0,1,0,0,1,302,409.34,302,1,302,302,0,Marketed Lead
45291364,0,-97.14,58.85,27.06,11.23,0,0,0,0,0,0,0,0,1.32,1.53,1.32,97.14,0,0,1,0,0,0,0,0,0,0,0,11.23,Marketed Lead
45328993,0,-72.48,55.01,17.47,0,0,0,0,0,0,7.19,22.64,0.5,0.85,1.43,0.35,72.48,0,0,0,0,0,0,0,0,3,243,0,0,Marketed Lead
44640981,0.6959,320.75,89.73,40.69,9.73,0,460.9,0,460.9,1.56,6.51,14.36,1,1.97,2.25,0.97,140.15,0,1,0,0,1,460.9,224.01,460.9,3,624.9,460.9,9.73,Marketed Lead
44671876,0.715,194.35,56.93,20.52,0,0,271.8,0,271.8,0,0,0,0.75,1,1.48,0.25,77.45,0,1,0,0,1,271.8,409.34,271.8,0,0,0,0,Marketed Lead
44672119,0.5681,179.53,98.18,38.3,0,0,316,0,316,0,0,0,0.5,1.85,2.65,1.35,136.48,0,1,0,0,1,316,260,316,0,0,0,0,Marketed Lead
44681332,0.3258,15.96,21.75,11.29,0,0,49,0,49,0,0,0,0,0.55,0.57,0.55,33.04,0,1,0,0,0,49,99,49,2,0,0,0,Marketed Lead
44698923,0,379.83,114.51,56.17,-550.51,0,0,0,0,0,0,0,0,2.73,2.98,2.73,-379.83,0,0,0,0,0,0,0,0,1,0,0,-550.51,Marketed Lead
45340766,0.8234,244.98,41.58,10.94,0,0,347.5,0,297.5,0,0,0,0.5,0.53,1.08,0.03,52.52,0,1,0,0,1,297.5,506.56,297.5,0,0,0,0,Marketed Lead
45403229,0.6548,1189.86,158,73.98,395.26,0,1817.1,0,1817.1,21.75,4.07,8.7,1.75,3.6,4.12,1.85,627.24,0,1,0,0,1,1817.1,2577.28,1817.1,3,1817.1,1817.1,395.26,Marketed Lead
45416931,0,-53.5,37.74,15.76,0,0,0,0,0,0,0,0,0,0.77,0.98,0.77,53.5,0,0,1,0,0,0,0,0,1,0,0,0,Marketed Lead
44719604,0,-105.89,71.01,34.88,0,0,0,0,0,0,0,0,0,1.7,1.85,1.7,105.89,0,0,1,0,0,0,0,0,0,0,0,0,Marketed Lead
44862557,0.8663,861.17,85.45,40.37,7.12,0,1044.1,0,994.1,0,0,0,2.25,1.95,2.22,-0.3,132.94,0,1,0,0,1,994.1,1455.41,994.1,0,0,0,7.12,Marketed Lead
44864904,0.7717,685.3,85.71,82.8,0,34.19,888,0,888,3.85,9.32,9.65,2,1.8,2.15,-0.2,202.7,0,1,0,0,1,888,1182.05,888,1,888,888,34.19,Marketed Lead
44865136,0.7471,872.63,170.15,90.08,35.14,0,1168,0,1168,3.01,7.71,14.57,3.25,4.38,4.43,1.13,295.37,0,1,0,0,1,1168,1796.68,1168,2,1168,1168,35.14,Marketed Lead
44866876,0.5639,162.98,91.39,34.63,0,0,289,0,289,0,0,0,0.75,1.73,2.47,0.98,126.02,0,1,0,0,1,289,386.88,289,0,0,0,0,Marketed Lead
45448060,0,-59.72,39.02,20.7,0,0,0,0,0,0,0,0,0,0.45,1.02,0.45,59.72,0,0,1,0,0,0,0,0,0,0,0,0,Marketed Lead
45464931,0,-57.67,33.9,23.77,0,0,0,0,0,0,0,0,0,0.52,0.88,0.52,57.67,0,0,1,0,0,0,0,0,0,0,0,0,Marketed Lead
45551610,0.707,323.8,79,55.2,0,0,558,0,458,0,12.05,17.25,1.25,1.2,1.68,-0.05,134.2,0,1,0,0,1,458,689.86,458,1,458,458,0,Marketed Lead
45650182,0.2078,31.17,96.91,21.92,0,0,150,0,150,0,0,0,0,1.07,1.68,1.07,118.83,0,1,0,0,0,150,150,150,4,0,0,0,Marketed Lead
45666928,0.7342,164.47,44.14,15.39,0,0,224,0,224,0,0,0,0.5,0.75,1.15,0.25,59.53,0,1,0,0,1,224,451.73,224,0,0,0,0,Marketed Lead
45692189,0.7997,2980.66,179.25,87.63,0,479.46,3727,0,3727,12.86,2.35,4.81,5.75,4.23,4.65,-1.52,746.34,0,1,0,0,1,3727,5540.33,3727,3,3727,3727,479.46,Marketed Lead
44872799,0,-31.58,23.03,8.55,0,0,0,0,0,0,0,0,0.5,0.42,0.6,-0.08,31.58,0,0,0,0,0,0,0,0,2,0,0,0,Marketed Lead
44874871,0.8639,249.67,0,39.33,0,0,289,0,289,0,0,0,0.75,1.9,2.08,1.15,39.33,0,1,0,0,1,289,386.88,289,2,0,0,0,Marketed Lead
44879494,0.6592,6656.58,694.68,386.53,646.39,513.42,10296.6,1200,10296.6,26.13,4.28,7.69,17.2,18.82,18.1,-0.63,3441.02,0,1,0,0,1,10296.6,14658.81,10097.6,2,9030.5,6319.7,2359.81,Marketed Lead
44893791,0.8897,441.29,35.82,11.63,7.26,0,496,0,496,1.46,2.34,7.22,0.75,0.57,0.93,-0.18,54.71,0,1,0,0,1,496,440.4,496,1,496,496,7.26,Marketed Lead
44897260,-0.799,-39.15,64.84,23.31,0,0,49,0,49,0,0,0,0,1.17,1.75,1.17,88.15,0,1,0,0,0,49,99,49,0,0,0,0,Marketed Lead
45694061,0.7843,367.85,75.96,25.19,0,0,469,0,469,0,0,0,2,1.22,2.05,-0.78,101.15,0,1,0,0,1,469,842.21,469,0,0,0,0,Marketed Lead
45767402,0.7964,570.99,75.48,70.53,0,0,717,0,717,0,9.84,10.53,1.5,1.53,1.97,0.03,146.01,0,1,0,0,1,717,484.01,717,2,717,717,0,Marketed Lead
45776224,0.5668,183.35,96.33,43.82,0,0,323.5,0,323.5,0,0,0,1,2.12,2.6,1.12,140.15,0,1,0,0,1,323.5,514.33,323.5,0,0,0,0,Marketed Lead
45794676,0.8377,528.57,64.6,29.07,8.76,0,631,0,631,1.39,4.61,10.24,1.75,1.42,1.68,-0.33,102.43,0,1,0,0,1,631,520.66,631,2,631,631,8.76,Marketed Lead
44948732,0,-136.15,103.95,32.2,0,0,0,0,0,0,0,0,0,1.57,2.18,1.57,136.15,0,0,0,0,0,0,99,0,1,0,0,0,Marketed Lead
44949761,0.8975,317.7,0,35.88,0.42,0,354,0,354,0,0,0,1,1.73,2.6,0.73,36.3,0,1,0,0,1,354,464.33,354,0,0,0,0.42,Marketed Lead
44952930,0.8505,2106.72,189.34,68.84,112,0,2476.9,0,2476.9,4.52,2.78,7.64,2,3.35,4.12,1.35,370.18,0,1,0,0,1,2476.9,0,2476.9,3,2476.9,2476.9,112,Marketed Lead
44977126,-0.808,-39.59,63.97,24.62,0,0,49,0,49,0,0.87,2.27,0,1.2,1.67,1.2,88.59,0,0,0,0,0,49,99,49,2,2815.3,0,0,Marketed Lead
45012701,0,-10.7,0,10.7,0,0,0,0,0,0,0,0,0,0.52,1.85,0.52,10.7,0,1,0,0,0,0,99,0,0,0,0,0,Marketed Lead
45822713,0,-82.7,60.13,22.57,0,0,0,0,0,0,0,0,0,1.1,1.57,1.1,82.7,0,0,0,0,0,0,0,0,0,0,0,0,Marketed Lead
45831133,0.4645,65.02,54.33,20.65,0,0,140,0,140,0,0,0,0.25,1.03,1.47,0.78,74.98,0,1,0,0,1,140,322.01,140,0,0,0,0,Marketed Lead
45869580,0,-41.26,31.34,9.92,0,0,0,0,0,0,0,0,0,0.48,0.82,0.48,41.26,0,1,0,0,0,0,99,0,0,0,0,0,Marketed Lead
45871343,0.7989,763.28,97.87,94.3,0,0,955.45,0,955.45,0,9.87,10.24,1,2.05,2.55,1.05,192.17,0,1,0,0,1,955.45,1029.89,955.45,2,955.45,955.45,0,Marketed Lead
45874789,0,-166.05,111.15,54.9,0,0,0,0,0,0,0,0,0,2.63,2.88,2.63,166.05,0,0,1,0,0,0,0,0,0,0,0,0,Marketed Lead
45878642,0.8069,604.36,76.12,32.2,0,36.32,749,0,749,4.85,4.3,10.16,1,1.57,1.98,0.57,144.64,0,1,0,0,1,749,1071.76,749,3,749,749,36.32,Marketed Lead
45234275,0.9056,676.47,0,69.69,0.84,0,747,0,747,0,0,0,2.25,3.37,4.13,1.12,70.53,0,1,0,0,1,747,1047.62,747,0,0,0,0.84,Marketed Lead
45240030,0.7899,515,83.48,25.99,27.53,0,652,0,652,4.22,3.99,12.8,1,1.27,1.78,0.27,137,0,1,0,0,1,652,812.65,652,1,652,652,27.53,Marketed Lead
45251805,0.6625,2090.69,192.86,207.77,0,64.48,3255.8,600,3155.8,21.06,6.58,6.11,3,4.52,4.95,1.52,1065.11,0,1,0,0,1,3155.8,3858.99,3155.8,1,3155.8,3155.8,664.48,Marketed Lead
45277920,0.5031,178.12,121.03,54.86,0,0,354,0,354,0,0,0,1,2.65,3.27,1.65,175.89,0,1,0,0,1,354,464.33,354,0,0,0,0,Marketed Lead
45018599,0.8704,1830.64,136.57,55.4,49.89,30.7,2153.2,0,2103.2,3.83,2.63,6.49,4,2.7,3.15,-1.3,272.56,0,1,0,0,1,2103.2,2899.08,2103.2,4,2103.2,2103.2,80.59,Marketed Lead
45027305,0,-59.92,45.08,14.84,0,0,0,0,0,0,0,0,0,0.72,1.22,0.72,59.92,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
45031303,0.4077,64.01,64.6,28.39,0,0,157,0,157,0,0,0,0.5,1.38,1.68,0.88,92.99,0,1,0,0,1,157,352.73,157,0,0,0,0,Marketed Lead
45039609,0.4912,134.83,94.48,45.19,0,0,274.5,0,274.5,0,0,0,1,2.18,2.55,1.18,139.67,0,1,0,0,1,274.5,365.33,274.5,0,0,0,0,Marketed Lead
45046879,0.7275,596.51,160.56,62.93,0,0,820,0,820,0,0,0,2.25,3.07,3.63,0.82,223.49,0,1,0,0,1,820,800,820,0,0,0,0,Marketed Lead
45050973,0.8313,1486.03,166.32,75.24,59.91,0,1787.5,0,1787.5,0,0,0,2.95,3.67,4.33,0.72,301.47,0,1,0,0,1,1787.5,1177.04,1787.5,0,0,0,59.91,Marketed Lead
45070825,0.7171,962.86,216.84,109.1,35.37,18.48,1342.65,0,1342.65,5.54,11.23,22.33,2.5,5.32,5.65,2.82,379.79,0,1,0,0,1,1342.65,2236.76,1342.65,2,971.25,971.25,53.85,Marketed Lead
45076834,0.8028,541.59,74.2,28.09,30.72,0,674.6,0,674.6,4.55,4.16,11,1.75,1.37,1.93,-0.38,133.01,0,1,0,0,1,674.6,938.59,674.6,2,674.6,674.6,30.72,Marketed Lead
45890397,0,-638.12,278.51,127.93,231.68,0,0,0,0,13.64,7.53,16.4,0,6.18,6.98,6.18,638.12,0,0,0,0,0,0,0,0,1,1698,0,231.68,Marketed Lead
45915869,0.7383,233.29,55.65,27.06,0,0,316,0,316,0,8.56,17.61,0.5,1.32,1.45,0.82,82.71,0,1,0,0,1,316,260,316,1,316,316,0,Marketed Lead
45919979,0.7426,1446.45,201.5,104.81,0,195.05,2097.8,0,1947.8,9.5,5.11,9.82,4.25,5.1,5.25,0.85,501.36,0,1,0,0,1,1947.8,3571.1,1947.8,2,2052.6,2102.6,195.05,Marketed Lead
45944313,0,-55.79,41.99,13.8,0,0,0,0,0,0,0,0,0,0.67,1.13,0.67,55.79,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
48207254,0.7952,792.57,83.8,92,28.33,0,1046.7,0,996.7,2.47,8.02,7.31,2.5,2,2.18,-0.5,204.13,0,1,0,0,1,996.7,1586.93,996.7,2,1146.7,1046.7,28.33,Marketed Lead
48547320,0.7644,306.74,67.8,26.72,0,0,401.25,0,401.25,0,6.66,16.9,1.75,1.3,1.77,-0.45,94.52,0,1,0,0,1,401.25,593.8,401.25,1,401.25,401.25,0,Marketed Lead
48556410,0.7138,660.78,178.47,52.75,0,33.7,975.7,0,925.7,3.45,5.41,18.29,1.25,2.57,3.1,1.32,264.92,0,1,0,0,1,925.7,1146.33,925.7,1,975.7,975.7,33.7,Marketed Lead
48556435,0.9016,319.16,0,34.84,0,0,354,0,354,0,0,0,1,1.68,3.08,0.68,34.84,0,1,0,0,1,354,464.33,354,0,0,0,0,Marketed Lead
48559352,0.7684,114.1,26.86,7.54,0,0,148.5,0,148.5,0,3.82,13.6,0.25,0.37,0.7,0.12,34.4,0,1,0,0,0,148.5,223.01,148.5,1,197.5,148.5,0,Marketed Lead
48565368,0,-79.92,53.09,26.83,0,0,0,0,0,0,0,0,0.5,0.58,1.38,0.08,79.92,0,1,0,0,0,0,0,0,2,0,0,0,Marketed Lead
48579231,0.7721,549.07,90.83,39.33,31.87,0,711.1,0,711.1,5.22,6.44,14.86,2.25,1.92,2.37,-0.33,162.03,0,1,0,0,1,711.1,1170.17,711.1,1,611.1,611.1,31.87,Marketed Lead
